carro	especificacao	cor	km	anomod	preco
hb20s	HYUNDAI HB20S 1.6 COMFORT STYLE 16V FLEX 4P MANUAL	branco	9900	2013/2014	46800
hb20s	HYUNDAI HB20S 1.6 COMFORT STYLE 16V FLEX 4P MANUAL	preto	14688	2013/2014	41900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	52490
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	52500
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	cinza	0	2013/2014	52545
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	52795
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	53900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	55190
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	55290
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	prata	0	2014/2014	56255
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	51300
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	51500
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	51800
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	51900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2014/2014	52800
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2014/2014	52900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	azul	0	2014/2014	53110
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	prata	0	2014/2014	53500
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	prata	0	2014/2014	53900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	56990
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	57340
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	57740
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2014/2014	57740
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	57800
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	indefinida	0	2013/2014	51900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	52500
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	52795
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2014	53500
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	54900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	55000
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2014/2014	55189
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	55190
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2014/2014	55190
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	56479
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	57740
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	0	2014/2014	58140
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	100	2013/2014	53000
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	6000	2013/2014	50990
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	6000	2013/2014	53000
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	prata	7100	2013/2014	53900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	cinza	9000	2013/2014	52900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	preto	10100	2013/2014	49900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	cinza	19000	2013/2014	53000
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO	cinza	19000	2013/2014	55900
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	preto	0	2014/2014	51890
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	preto	0	2013/2014	52090
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	preto	0	2013/2014	49500
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	preto	0	2013/2014	49595
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	prata	0	2013/2014	52955
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	branco	0	2013/2014	49595
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	preto	0	2014/2014	51000
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	branco	0	2014/2014	51889
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	preto	0	2014/2014	51890
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	branco	0	2014/2014	53600
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	branco	0	2014/2014	54440
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	prata	9000	2013/2014	47990
hb20s	HYUNDAI HB20S 1.6 PREMIUM 16V FLEX 4P MANUAL	prata	21364	2013/2014	47990
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	52500
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2013/2014	55290
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	vermelho	0	2014/2014	55590
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	57795
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2013/2014	51740
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	prata	0	2013/2014	53500
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	vermelho	0	2013/2014	54455
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2013/2014	54455
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	54500
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	54800
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	prata	0	2014/2014	54899
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2013/2014	55200
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2013/2014	55590
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	55590
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	55590
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	55590
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	vermelho	0	2013/2014	56950
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	cinza	0	2013/2014	57490
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	prata	0	2014/2014	59205
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2013/2014	54455
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2013/2014	55500
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	55589
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	55900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	55990
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	cinza	0	2013/2014	56455
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	0	2014/2014	56900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	marrom	0	2014/2014	58800
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	prata	0	2014/2014	56755
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	400	2013/2014	57890
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	400	2013/2014	57890
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	5000	2013/2014	52490
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	preto	5000	2013/2014	50900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P AUTOMÁTICO	branco	6000	2013/2014	54900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	branco	0	2014/2014	48500
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	vermelho	0	2013/2014	48750
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	vermelho	0	2013/2014	51225
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	prata	0	2013/2014	51255
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	cinza	0	2013/2014	51255
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	preto	0	2013/2014	59990
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	branco	0	2013/2014	51255
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	branco	0	2014/2014	51300
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	branco	1316	2014/2014	48800
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	branco	1500	2013/2014	48890
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V PREMIUM FLEX 4P MANUAL	preto	26000	2013/2014	48900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	cinza	0	2014/2014	49600
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	marrom	0	2013/2014	50000
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	prata	0	2013/2014	51995
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	branco	0	2013/2014	51995
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	vermelho	0	2014/2014	53900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	branco	0	2014/2014	50900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	vermelho	0	2013/2014	51955
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	branco	0	2014/2014	52300
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	branco	0	2013/2014	52790
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	marrom	0	2013/2014	53000
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	vermelho	0	2014/2014	53014
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	preto	0	2014/2014	53015
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	preto	0	2014/2014	53015
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	branco	0	2013/2014	51955
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	branco	0	2013/2014	52900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P AUTOMÁTICO	prata	0	2013/2014	53890
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	cinza	0	2013/2014	49715
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2014/2014	49715
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	prata	0	2014/2014	50780
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2014/2014	46900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	indefinida	0	2013/2014	47790
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2013/2014	47900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2014/2014	48490
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	vermelho	0	2013/2014	48755
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2014/2014	49714
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2014/2014	49715
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	vermelho	0	2014/2014	49715
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2013/2014	49880
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	prata	0	2013/2014	49990
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2014/2014	50990
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	preto	0	2014/2014	52265
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2013/2014	47900
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2013/2014	48755
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	0	2013/2014	49800
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	cinza	0	2013/2014	51255
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	prata	0	2014/2014	51390
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	vermelho	0	2013/2014	46990
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	vermelho	100	2013/2014	47990
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	branco	2000	2013/2014	46800
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	preto	7000	2013/2014	49800
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	vermelho	9800	2013/2014	47500
hb20x	HYUNDAI HB20X 1.6 GAMMA 16V STYLE FLEX 4P MANUAL	marrom	10000	2013/2014	45000
